"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Impressions,Reach,Likes,Shares,Comments,Saves,Follows,Plays
17885919162041192,17841463906774827,nadraqamaria,"Nadra Qamaria","Graduating felt awesome but making the most of my time in polytechnic was a game changer. 🎓

It's where the seed for The Nadra Agency (TNA) got planted. Launching it wasn't part of my initial plan during that busy final year, especially with the final year project on my plate.

But here we are, a functioning web design agency born out of sheer stubborn passion for business and web design.

My advice to student entrepreneurs would be to make as many friends as possible in your school’s startup space.

If your school does not have that kind of environment, then sign up for entrepreneurial events in your city. You won’t regret it.

Be crazily persistent, and even the riskiest moves can work out. 🌟

From here on out as I enter my 20s, my goal is to create my own life with the concept of essentialism in mind, as written by Greg McKeown.

I aim to find fulfilment in simplicity, and that starts from always knowing where I stand. My journal has always been my reliable plug for deep introspection.

Congratulations to our class of 2024! Only wishing the best to all my graduated and non-graduated peers. 🥳

#thenadraagency #startupstory #passion #businessrisk #freelancing #agency #growth #classof2024",3,"05/07/2024 04:00",https://www.instagram.com/reel/C6qjCJ0B8QW/,"IG reel",,Lifetime,105,85,13,0,0,1,,245
18001873598606190,17841463906774827,nadraqamaria,"Nadra Qamaria","""Honour the gift of life by offering your gifts to the world."" - Mike Maples Jr. 🌟

I used to think sharing your gifts with the world was a grand gesture, meant for only a few.

But, during Singapore's COVID restrictions, I found my passion in building things. 🔨

I made bots on telegram, whatsapp and discord for my friends. That's where it all started for me, my love for crafting digital experiences came to life.

Digging deeper into my diploma in UX design, I realised how vast and fascinating web design is. 🖥️

It opened my eyes to how designing for user experience wasn't common knowledge!

I've decided to use my skills to create lead-generating website for startups looking to grow their revenue.

It's more than just a job; it's about making a difference, one website at a time. ✨

It's humbling, really, to see how a simple desire to stay connected during a pandemic led me to my calling. 🙏

I'm curious, did the COVID-19 period spark something for you too? 🤔

#userexperience #covid #passion #followsteps #process #newspark #webdesign #backstory #inspiration",0,"05/03/2024 01:00",https://www.instagram.com/p/C6f7M75NL_X/,"IG image",,Lifetime,81,67,5,0,0,0,,
18045778018726902,17841463906774827,nadraqamaria,"Nadra Qamaria","Landing pages seemed like a puzzle at first. 🧩

You may think they were just simple web pages for selling things quickly.

But it turns out, they're much more about connecting with people right where they're at in their decision-making process.

The trick is not just throwing information at potential customers but telling them why what we offer matters in a clear, concise way. 💼💬

The Nadra Agency (TNA) figured out a kind of recipe that keeps things straightforward yet comprehensive enough so people understand the value without feeling bombarded.

1️⃣ Hero: Show how you can help and spark action.

2️⃣ Value propositions: Why customers should choose you.

3️⃣ Social proof: Testimonials and stats for trust.

4️⃣ FAQ: To clear up any hesitations.

5️⃣ Call-to-action: A final nudge towards action, whether that's buying, subscribing, or booking a call.

So, there's a surprising simplicity at the heart of something that seemed so complicated at first.

Just goes to show, sometimes you have to go through the complexities to appreciate the power of keeping it simple. 💡

And if you need help, I’m just a DM away!

#landingpage #cro #saas #agency #oneproduct #conversion #webdesign #template #cta #salesfunnel #clickstocash",0,"05/01/2024 02:00",https://www.instagram.com/p/C6a4fT3IZB4/,"IG image",,Lifetime,110,90,6,0,0,0,,
17876871348069827,17841463906774827,nadraqamaria,"Nadra Qamaria","What is the right amount of space between a paragraph and an image for YOUR website? 🤔

Getting the spacing right between elements on a website can truly make or break its look, so I've started using the 8-point grid system as a guideline.

If I'm spacing out a paragraph and an image, I'll start with an 8px gap and adjust from there. It's all about experimenting to see what's pleasing to the eye. 👀

When it comes to making sure everything looks good on any device or screen size, I've learned the magic of reusable components.

Make one change to the main component, and like magic, it updates everywhere. This trick has been a lifesaver. 🪄

But here's where it gets really cool - adjusting all of this to fit the unique vibe of each client.

For luxury brands, I go big on white space. It gives that feel of elegance and exclusivity. 💎

For more budget-friendly brands, I tighten up the space to convey efficiency and accessibility. 💸

It's all about understanding what you want your brand to say and making sure the website speaks the same language.

Pretty fascinating stuff! 😄

#uxprinciples #whitespace #ecommerce #minimaldesign #shopify #wordpress #designagency #usercentric #gridsystem #figma",3,"04/30/2024 04:00",https://www.instagram.com/reel/C6YhcgWhQyq/,"IG reel",,Lifetime,60,50,2,0,0,0,,109
17922495125895442,17841463906774827,nadraqamaria,"Nadra Qamaria","""Self-esteem is the reputation you have with yourself,"" Naval Ravikant once said.

Running The Nadra Agency has really shown me how much my own belief in myself affects the creativity in my web design work.

Imagine trying to help startups do better, but some days you’re not even sure if you should bother getting out of bed. 🤔

It’s tough balancing client work, chasing growth, and making sure everything's on track. When things pile up and I feel lost, it’s so easy to think no one notices or cares about what I’m doing. 😓

What keeps me sane? Writing. Getting all my thoughts and struggles down on paper helps me deal with self-doubt.

Journaling is my way of reminding myself to stay focused. Focused on creating, helping the startup world, and on growing personally. 📝💪

There was a time when what everyone else thought I should be doing nearly knocked me sideways with frustration. I felt like I was never doing enough.

But writing helped me step back from my work, emotionally speaking, and remember I’m more than my job.

Treating myself like a friend in my journal, I manage to strip away the negativity by being objective but also supportive. 📚❤️

So, whenever things get too much, try taking a step back. Being kind and real with yourself can change everything.

Just thought I’d share this because it’s something that helps me stay positive, and maybe it can do the same for you. 😊

#solopreneurship #asean #startupstory #selfesteem #selfimprovement #thenadraagency #hustleculture #selflove #journaling #mentalwellbeing",0,"04/26/2024 04:00",https://www.instagram.com/p/C6OOQNdPjQw/,"IG image",,Lifetime,76,62,9,0,0,1,,
18125712208345300,17841463906774827,nadraqamaria,"Nadra Qamaria","Web designers? They're a whole different breed now. 🖥️

Honestly, I was kinda spooked about AI intruding on our territory. But have you seen sites like carrd.co, 10web.io, framer.io, durable.co, and jimdo.com?

They're flipping the script on what we thought web design could be, thanks to AI making top-notch design and efficiency something anyone can get their hands on. 🌐

The game's changed, folks. It's not just about being a coding whiz anymore. AI buddies like ChatGPT, Midjourney, Dora, Sora, and Devin are stepping into the spotlight. 🤖

Time for us to shake things up. For crews like The Nadra Agency, it's our wake-up call to start embracing AI, so we can do our thing quicker and smarter. 💼

But, get this: AI's not taking our place.

The soul of design, especially when we're talking user experience, is all about that human warmth and understanding. Getting what people really need on a level robots just can't touch.

With AI taking care of the busywork, we can zoom in on creating designs that truly resonate, heart to heart. ❤️

Keeping up with AI is key, sure, but never forget the human spark that makes our designs stand out. 💡

#generativeai #webdesigner #uxdesign #durable #framer #webbuilder #futureofdesign #empathy #humandesign #freelancer",0,"04/24/2024 03:00",https://www.instagram.com/p/C6I90b8NqaL/,"IG carousel",,Lifetime,66,46,5,1,0,1,,
17999306948570832,17841463906774827,nadraqamaria,"Nadra Qamaria","I found out that being too vague with your biz just pulls in all the wrong crowd. 🤷‍♂️

When I zoned in on a niche like startups needing web design, everything flipped for The Nadra Agency (TNA). 🚀

Suddenly, we were getting the exact kind of clients we were after - startups. 🎯

Turns out, they all face pretty similar challenges.

Sure, each solution we cook up is tailored to their specific needs and brand, but at the heart of it, we’re tackling the same big problem. 💡

This shift let us really get into the nitty-gritty of what startups are struggling with and customize our offerings just for them. 🕵️‍♂️

This switch didn’t just jazz up our client roster but also how we view our own biz.

We moved from being just another agency to the go-to partners for startup web design. 💪

Kinda wild how zooming in on a specific area actually opened up more doors for us.

And I reckon it’s something other businesses should think about. 🤔

If you’re trying to be everything to everyone, you might just end up being invisible.

Finding that special niche, that particular crowd you can rock, might just be the magic move. 💼

Just wanted to toss that out there since it’s been a massive game changer for us.

Plus, you never know who might need a little nudge like this! 💬

#positioning #digitalmarketing #startupsuccess #successstory #branding #businesstrategy #asean #entrepreneurship",3,"04/23/2024 04:00",https://www.instagram.com/reel/C6LpiMeh_vy/,"IG reel",,Lifetime,89,59,7,0,0,0,,189
18275944741207431,17841463906774827,nadraqamaria,"Nadra Qamaria","I've been diving deep into the world of one-page websites lately ☝🏽

Turns out, they're a perfect match for businesses that need their users to focus on a single action. They're slick on mobile, easy to read, and straight-up magnetic when it comes to conversions.

But it's not all sunshine and rainbows. The challenge? One-page websites are kinda stuck in the mud when it comes to keywords targeting, SEO, and scaling up.

(Let’s not even start on the content limits.)

But one-product stores, agencies, and SaaS businesses though? They could totally rock a one-page website.

You may have a founder friend who needs a website, but not sure where to start. Well send them to my DMs!

Perhaps a quick, affordable, and effective one-page solution is the way to go.

#onepage #hyperfocus #saas #b2b #solopreneur #techstartup #asean #webdesign #conversionrates #oneproduct",0,"04/19/2024 05:00",https://www.instagram.com/p/C58TkL5puQ1/,"IG image",,Lifetime,51,45,2,0,0,0,,
17978563928678746,17841463906774827,nadraqamaria,"Nadra Qamaria","STOP SHOUTING INTO THE VOID! 🗣️

Is your website driving crickets instead of conversions? Check out these 5 culprits sabotaging your lead generation. 🦹🏽‍♀️

1️⃣ Confusing Landing Page: Make it crystal clear what visitors should do next.

2️⃣ Murky Offer: Don't leave them guessing! Spell out the value you provide.

3️⃣ Off-Target Design: Who are you attracting? Tailor your website to resonate with your ideal customers.

4️⃣ Unprofessional Look: First impressions matter! Ensure your website looks sleek and user-friendly.

5️⃣ Hidden CTA: Don't play hide-and-seek with your call to action. Make it clear and easy to find.

For a limited time only, I’m giving away a FREE web design audit to the first 3 startup founders who DM me “AUDIT”.

It includes personalised steps to optimise web conversions immediately!

Have I mentioned it’s free?

#engagedleads #conversionrateoptimization #landingpagedesign #entrepreneurship #startups #100moffersbook #edutech #simplesolution 
#",0,"04/18/2024 02:00",https://www.instagram.com/p/C55aLNLse9O/,"IG carousel",,Lifetime,52,40,5,0,0,0,,
18277333762202774,17841463906774827,nadraqamaria,"Nadra Qamaria","The market might shift, funding rounds might take time, but YOU control your website 💪🏽 
 
Convert casual visitors into paying customers with a clear message, user-friendly design, and a strong call to action. 
 
DM me today to find out how you can transform your website into a money printing machine ;) 
 
#startuplife #founderstory #websiteconversion #yougotthis #stoicism #solopreneurs #saas #edutech",3,"04/17/2024 04:14",https://www.instagram.com/reel/C53EfDhBYii/,"IG reel",,Lifetime,207,180,3,0,0,0,,367
18024943072895984,17841463906774827,nadraqamaria,"Nadra Qamaria","Creating websites for startups has been quite the journey 👣

I've found it takes a deep dive to really grasp their unique solution, the problem they're tackling, and who they're speaking to.

But I've put together a foolproof framework for their landing pages! ☝🏽🤓

With inspiration from the customers’ buying process, here is the web content that startup websites specifically need:

1️⃣ What is the problem that the product is trying to solve?

2️⃣ What results can users expect when using the product?

3️⃣ How can people get their hands on this product?

The Conversion Checklist for Tech Startups is a game-changer.

Why? Because it's built for those without a design background to significantly boost their conversion rates, with NO costs and NO brainwork.

It aims to reduce a significant chunk of the guesswork for passionate founders and their online customers.

Make your landing page clear and good sales will naturally come your way.

If you want to get your hands on this checklist for free, just DM me “LIST” to express your interest. Be the first to get it.

#conversionchecklist #conversionrateoptimisation #webdesign #usercentric #sales #website #startupsuccess #simplesolution #businessstrategy #solopreneur",3,"04/11/2024 04:01",https://www.instagram.com/reel/C5nmaO8JV6a/,"IG reel",,Lifetime,87,59,5,0,0,0,,150
17884755564018504,17841463906774827,nadraqamaria,"Nadra Qamaria","CASE STUDY: I always thought making a website user-friendly was just about making it look good 🤨

Turns out, there's so much more behind the scenes that can either make or break a user's experience. I learned this the hard way with a client's e-commerce site.

The design was on point, but sales were low. The issue? A checkout process that felt like running a marathon with unnecessary hurdles! 🏃🏽‍♀️

It was a real eye-opener. Usability isn't just about aesthetics; it's about understanding and adapting to the user's needs, especially in a diverse region like ASEAN.

We made big changes – simplified the checkout steps, added local languages and payment options, and made sure the site worked like a charm on mobile. 👑

Plus, we were completely transparent about all costs upfront and added those trust signals for extra security.

The payoff was almost immediate! Sales picked up, proving that when you put the user's experience first, success follows.

It was a fascinating journey, one that really showed the balance between beauty and functionality, all while keeping a finger on the pulse of what the user actually needs. 🧠

Hope this case study allows you to learn how you can improve your own website’s conversion rates.

If you need help, I’m just a DM away ;)

#cro #ecommerce #asean #startups #webdesign #usercentric #thenadraagency #casestudy #successstory #abandonedcheckouts #entrepreneurship",0,"04/10/2024 05:00",https://www.instagram.com/p/C5lIbuDNkpD/,"IG carousel",,Lifetime,65,52,3,0,0,0,,
18030559447800991,17841463906774827,nadraqamaria,"Nadra Qamaria","Making money outside part-time jobs was my gateway to entrepreneurship. 🔑

Based on Joseph Campbell's quote, this is my BLISS/TRUE NORTH: Time freedom to appreciate as much Mother Nature, live music, and memories with loved ones as I can while I’m still kicking.

Over the last 3 years, I've learned that your passion can truly open unexpected doors. Meeting people from different corners of the entrepreneurship world has changed the game for me.

@sanderssays said, ""Your network is your net worth,"" and I've found this to be true in more ways than one. 👌🏽

My network transformed my thinking and approach to life tremendously!!!

I've been lucky to connect with folks in policy-making, agency operations, investing, self-improvement, and the startup scene.

One piece of advice that really stuck with me came from a business mentor. 🎓

When launching a business, it's important to identify what the business is championing, what it’s changing in the market, and who would appreciate this change.

This bit of wisdom has become a template for how I deliver elevator pitches for my business ideas. It's like building a bridge for others to easily walk across and understand how this idea is a good one from my perspective. 🌉

This makes it easier for the listener to say “Yes, let’s go!” but of course, they are also free to say “No”.

It’s all about making the decision-making process easier for them (and perhaps veering their response towards an ideal one?).

I hope sharing this might offer you a new perspective on pursuing your own bliss, which naturally becomes your True North.

Once you know your bliss, “Trust the process” is a saying that becomes easier to follow. Following your passion not only opens doors but builds new ones where there were none. 🚪

#truebliss #josephcampbell #truenorth #startupsuccess #elevatorpitch #successstory #networknetworth #whatdoyouchampion",0,"04/09/2024 04:00",https://www.instagram.com/p/C5icwF8xMqJ/,"IG image",,Lifetime,78,68,12,0,0,0,,
18231449350251573,17841463906774827,nadraqamaria,"Nadra Qamaria","Did you know, when we look at web pages, we don't really read everything? 🫨

We scan, starting from the top left, moving in a pattern that looks like the letter ""F.""

To grab attention, I've started using headlines that pop and small chunks of text.

And guess what? Bold points and bullet lists catch our eyes when we scan. ⬅️

Images help too, breaking up the text and adding some flair.

I've been checking if people like the changes by doing A/B testing.

Seeing which website version people prefer lets me know I'm on the right track. 👍🏽

And you know what? It's working! People stick around longer, and they're clicking more.

Isn't it cool how simple changes can make such a big difference?

#contentscan #conversionrateoptimisation #clickstocash #webdesign #startupwebsites #asean #boostconversions #boostsales #fpattern #infoarchitecture",3,"04/05/2024 04:01",https://www.instagram.com/reel/C5YJpCtBECA/,"IG reel",,Lifetime,93,63,6,0,0,0,,159
18007460105170070,17841463906774827,nadraqamaria,"Nadra Qamaria","I've noticed a huge reason why tech startups struggle. 🔍

It's because their websites don't guide you through understanding their benefits properly.

It's like there's no easy path for users to see why the startup’s tech should matter to them.

This got me thinking about how this could be fixed … 🤔

I've been working on the ""Startup Conversion Checklist"" to help startups lay out their websites better.

The idea is to mimic the customer's journey: Awareness, consideration, action.

Simple, right? But surprisingly not many get it right.

I'm all about sharing what I know and helping out however I can.

So if you want to be the first to get your hands on this checklist, go to my profile and tap the “Learn more” button.

By the way, it's free! 👀

#techstartup #asean #founderstory #conversionrateoptimisation #webdesign #landingpagedesign #boostconversions #boostsales #startupsuccessstory #freevalue",0,"04/04/2024 03:00",https://www.instagram.com/p/C5Vd7j3rPZF/,"IG carousel",,Lifetime,111,99,3,0,0,0,,
